# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0    424     41     47     64     24      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    478     42     49     81     39      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    523     42     50     81     39      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    486     42     49     79     34      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    446     41     48     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    402     41     47     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    519     42     50     80     38      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    456     41     48     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    404     40     47     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    448     42     49     81     39      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    481     42     49     79     34      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    475     42     49     79     34      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    501     43     50     81     40      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    429     41     48     78     25      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    438     42     49     81     40      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    506     42     50     80     35      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    527     43     51     82     40      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    488     42     50     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    421     41     48     80     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    459     42     50     81     37      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    421     41     48     79     25      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    444     42     49     80     32      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    419     41     48     36     12      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    452     42     49     81     39      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    527     43     51     82     40      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    477     42     50     79     34      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    494     43     51     81     40      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    449     41     48     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    452     42     50     81     39      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    472     42     49     56     23      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    526     43     51     82     41      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    526     43     51     82     41      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    439     42     49     80     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    420     42     49     81     36      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    531     43     51     82     41      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    490     42     50     81     33      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    475     42     50     81     34      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    440     42     48     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    424     42     48     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    482     42     50     80     35      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    495     43     51     82     41      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    527     43     51     81     40      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    448     42     49     80     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    419     42     49     80     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0    505     43     51     81     40      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    501     43     50     81     33      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    433     42     49     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    410     41     48     52     17      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    422     41     48     66     21      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    488     42     49     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    421     41     48     80     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    492     43     51     81     40      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    529     43     51     81     40      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    498     43     51     79     35      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    468     42     50     80     34      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    419     42     49     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    452     42     50     80     34      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    474     42     50     81     33      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    446     42     49     78     25      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    420     42     48     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    467     42     50     79     35      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    489     43     51     79     34      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    471     42     50     80     33      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    458     42     49     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    422     42     49     69     23      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    492     43     51     81     39      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    500     43     50     79     34      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    470     42     50     81     33      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    451     42     49     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    420     42     48     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    453     42     50     79     34      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    477     42     50     79     35      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    514     43     51     81     40      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    497     42     51     79     22      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    385     41     48     78     21      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    455     42     50     81     39      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    456     42     49     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    422     42     48     80     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    455     42     50     80     34      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    528     43     51     82     41      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    521     43     51     79     34      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    468     42     50     80     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    413     42     48     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    495     43     51     81     39      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    525     43     51     81     40      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    481     43     50     80     32      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    454     42     50     80     30      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    420     42     49     80     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
# gpu    pwr  gtemp  mtemp     sm    mem    enc    dec    jpg    ofa   mclk   pclk  pviol  tviol     fb   bar1   ccpm  rxpci  txpci 
# Idx      W      C      C      %      %      %      %      %      %    MHz    MHz      %   bool     MB     MB     MB   MB/s   MB/s 
    0    459     42     50     80     36      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    465     42     50     81     33      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    438     42     49     79     26      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
    0    421     42     48     54     19      0      0      0      0   3996   2032      0      0 235559 235559      0      0      0 
